Cena,Cena za metr,Pokoje,Powierzchnia1,Link,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Balkon / ogród / taras,Czynsz,Miejsce parkingowe,Obsługa zdalna,Ogrzewanie
570100,11231,3,"50,76",https://www.otodom.pl/pl/oferta/20min-do-centrum-czynsz-332zl-wysoki-standard-ID4o1Oi,"50,76 m²",pełna własność,3 ,do wykończenia,2/2,balkon,332 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
669000,17840,2,"37,5",https://www.otodom.pl/pl/oferta/mieszkanie-37-5m2-2-pokoje-srodmiescie-solec-ID4o1O7,"37,5 m²",spółdzielcze wł. prawo do lokalu,2 ,do remontu,10/10,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
423392,12254,2,"34,55",https://www.otodom.pl/pl/oferta/12min-do-metram-2-pokoje-blisko-ch-targowek-ID4o1NT,"34,55 m²",pełna własność,2 ,do wykończenia,1/2,balkon,233 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
2999999,23220,4,"129,2",https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-pola-mokotowskie-ID4o1NH,"129,2 m²",pełna własność,4 ,do zamieszkania,1/7,balkon,1 500 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
786000,15412,2,51,https://www.otodom.pl/pl/oferta/bezposrednio-ursynow-piekne-2-pokoje-kredyt-2-ID4o1MX,51 m²,pełna własność,2 ,do zamieszkania,2/6,balkon,688 zł,Zapytaj,Zapytaj,miejskie
960000,15116,3,"63,51",https://www.otodom.pl/pl/oferta/3pokoje-obok-parku-ID4o1MR,"63,51 m²",Zapytaj,3 ,Zapytaj,parter/4,balkon,Zapytaj,Zapytaj,Zapytaj,inne
550000,19848,1,"27,71",https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-warszawy-plac-grzybowski-ID4o1MP,"27,71 m²",pełna własność,Zapytaj,Zapytaj,> 10/15,Zapytaj,540 zł,Zapytaj,Zapytaj,miejskie
"652748,80",14080,2,"46,36",https://www.otodom.pl/pl/oferta/brodno-sloneczne-metro-652tys-zl-okazja-ID4o1MO,"46,36 m²",pełna własność,2 ,do wykończenia,5/8,"balkon, taras",560 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1499000,24177,2,62,https://www.otodom.pl/pl/oferta/apartament-2-pokojowy-rynek-nowego-miasta-ID4o1MK,62 m²,pełna własność,2 ,do zamieszkania,parter/3,Zapytaj,900 zł,Zapytaj,Zapytaj,miejskie
645000,14333,2,45,https://www.otodom.pl/pl/oferta/2-pokoje-ul-ryzowa-48-ID4o1MI,45 m²,pełna własność,2 ,do zamieszkania,1/7,"balkon, ogródek",Zapytaj,Zapytaj,Zapytaj,Zapytaj
1020000,17000,3,60,https://www.otodom.pl/pl/oferta/nowoczesne-3pok-z-duzym-balkonem-2xparking-komorka-ID4o1Mu,60 m²,pełna własność,3 ,do zamieszkania,1/2,balkon,695 zł,garaż/miejsce parkingowe,tak,miejskie
754000,16499,3,"45,7",https://www.otodom.pl/pl/oferta/3-osobne-pokoje-45-7m2-mokotow-ul-czerniakowska-ID4o1M6,"45,7 m²",pełna własność,3 ,do zamieszkania,2/4,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
1106600,11000,4,"100,6",https://www.otodom.pl/pl/oferta/mieszkanie-100-60-m-warszawa-ID4o1Lz,"100,6 m²",Zapytaj,4 ,Zapytaj,3/4,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
900000,19798,2,"45,46",https://www.otodom.pl/pl/oferta/mieszkanie-45-m-na-jana-kazimierza-ID4o1Lj,"45,46 m²",pełna własność,2 ,do wykończenia,Zapytaj,balkon,520 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1250000,17361,4,72,https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-z-ogrodem-w-cichej-okolicy-ID4o1KO,72 m²,pełna własność,4 ,do zamieszkania,parter/2,"ogródek, taras",500 zł,garaż/miejsce parkingowe,Zapytaj,gazowe
737000,12930,3,57,https://www.otodom.pl/pl/oferta/3-pokoje-57m2-balkon-balaton-ID4o1IC,57 m²,Zapytaj,3 ,do zamieszkania,> 10/15,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie
999000,18881,2,"52,91",https://www.otodom.pl/pl/oferta/dwa-pokoje-z-widokiem-na-patio-ID4o1Hu,"52,91 m²",pełna własność,2 ,do zamieszkania,2/4,balkon,950 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
770000,16156,3,"47,66",https://www.otodom.pl/pl/oferta/3-pokoje-pietro-4-tramwaj-100m-garaz-ID4o1GT,"47,66 m²",pełna własność,3 ,do wykończenia,4/5,balkon,520 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
390000,10986,2,"35,5",https://www.otodom.pl/pl/oferta/sprzedam-lokal-35-5-m-ID4o1GJ,"35,5 m²",pełna własność,2 ,do zamieszkania,suterena/3,Zapytaj,230 zł,Zapytaj,Zapytaj,elektryczne
720000,12698,3,"56,7",https://www.otodom.pl/pl/oferta/bielany-3-pokoje-56-7m2-sprzedam-ID4o1Gt,"56,7 m²",Zapytaj,3 ,do remontu,6/15,balkon,870 zł,Zapytaj,tak,miejskie
398000,22111,1,18,https://www.otodom.pl/pl/oferta/kawalerka-dla-singla-18-m2-super-lokalizacja-ID4o1EE,18 m²,Zapytaj,Zapytaj,do zamieszkania,6/10,Zapytaj,300 zł,Zapytaj,Zapytaj,Zapytaj
1150000,20175,2,57,https://www.otodom.pl/pl/oferta/przytulne-m2-metro-blisko-centrum-ID4o1Dj,57 m²,pełna własność,2 ,do zamieszkania,6/30,Zapytaj,820 zł,Zapytaj,Zapytaj,miejskie
647000,15259,2,"42,4",https://www.otodom.pl/pl/oferta/wysoki-standard-przytulne-dobrze-skomunikowane-ID4o1CT,"42,4 m²",pełna własność,2 ,do zamieszkania,7/7,balkon,530 zł,Zapytaj,Zapytaj,miejskie
578000,15251,2,"37,9",https://www.otodom.pl/pl/oferta/poelecam-2-pokoje-z-balkonem-ID4o1CL,"37,9 m²",Zapytaj,2 ,Zapytaj,8/10,balkon,Zapytaj,Zapytaj,Zapytaj,inne
720360,27000,1,"26,68",https://www.otodom.pl/pl/oferta/piekna-kawalerka-przy-placu-konstytucji-ID4o1C0,"26,68 m²",pełna własność,Zapytaj,do zamieszkania,1/5,Zapytaj,500 zł,Zapytaj,Zapytaj,miejskie
625000,14881,2,42,https://www.otodom.pl/pl/oferta/dwupak-mokotow-ul-jadzwingow-20-42m2-ID4o1BD,42 m²,pełna własność,2 ,do remontu,5/8,Zapytaj,900 zł,Zapytaj,Zapytaj,Zapytaj
1699000,13625,5,"124,7",https://www.otodom.pl/pl/oferta/bialoleka-124-7m2-5-pokoi-2-poziomy-wysoki-standar-ID4o1AY,"124,7 m²",spółdzielcze wł. prawo do lokalu,5 ,do zamieszkania,3/3,balkon,1 500 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
855000,18750,2,"45,6",https://www.otodom.pl/pl/oferta/2-pok-46-m-parter-komorka-klima-smart-home-ID4o1AL,"45,6 m²",pełna własność,2 ,do zamieszkania,parter/3,ogródek,690 zł,garaż/miejsce parkingowe,tak,miejskie
500000,13333,2,"37,5",https://www.otodom.pl/pl/oferta/2-pokoje-37-5m2-bielany-wrzeciono-prywatnie-ID4o1yY,"37,5 m²",spółdzielcze wł. prawo do lokalu,2 ,do zamieszkania,4/4,Zapytaj,650 zł,Zapytaj,Zapytaj,miejskie
1700000,30758,2,"55,27",https://www.otodom.pl/pl/oferta/wysoki-standard-apartamenty-na-powislu-przy-parku-ID4o1yI,"55,27 m²",pełna własność,2 ,do zamieszkania,3/5,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
615162,11100,3,"55,42",https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-aneks-z-oknem-kredyt-2-ID4o1wW,"55,42 m²",Zapytaj,3 ,do wykończenia,3/5,"balkon, ogródek, taras",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
509656,13300,2,"38,32",https://www.otodom.pl/pl/oferta/ostatnie-2-pok-z-pieknymi-ogrodkami-kredyt-2-ID4o1wU,"38,32 m²",Zapytaj,2 ,do wykończenia,parter/5,"balkon, ogródek, taras",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
785000,12651,3,"62,05",https://www.otodom.pl/pl/oferta/ustawne-dwustronne-kredyt-2-ID4o1wT,"62,05 m²",Zapytaj,3 ,do wykończenia,2/3,"balkon, taras",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
629000,14321,2,"43,92",https://www.otodom.pl/pl/oferta/idealne-pod-inwestycje-kameralnie-zielono-ID4o1wS,"43,92 m²",Zapytaj,2 ,do wykończenia,3/3,"balkon, taras",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
415000,15785,1,"26,29",https://www.otodom.pl/pl/oferta/inwestycyjne-kredyt-2-ID4o1wR,"26,29 m²",Zapytaj,Zapytaj,do wykończenia,3/3,"balkon, taras",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
725151,14700,3,"49,33",https://www.otodom.pl/pl/oferta/idealny-uklad-widna-lazienka-skm-autobus-ID4o1wQ,"49,33 m²",Zapytaj,3 ,do wykończenia,1/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
564000,15000,2,"37,6",https://www.otodom.pl/pl/oferta/taras-okno-w-lazience-dwustronne-skm-prawie-gotowe-ID4o1wP,"37,6 m²",Zapytaj,2 ,do wykończenia,3/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
787625,14780,3,"53,29",https://www.otodom.pl/pl/oferta/dwustronne-zielona-okolica-bazarek-autobus-ID4o1wO,"53,29 m²",Zapytaj,3 ,do wykończenia,1/3,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
2071000,19000,5,109,https://www.otodom.pl/pl/oferta/mieszkanie-na-drugim-pietrze-na-warszawskiej-woli-ID4o1ww,109 m²,pełna własność,5 ,do wykończenia,2/4,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
459500,12419,2,37,https://www.otodom.pl/pl/oferta/wyjatkowe-eco-berensona-kredyt-2-bezposrednio-ID4o1uX,37 m²,pełna własność,2 ,do wykończenia,Zapytaj,balkon,250 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
850000,16932,2,"50,2",https://www.otodom.pl/pl/oferta/mieszkanie-50-2m2-garaz-winda-ID4o1uO,"50,2 m²",Zapytaj,2 ,do zamieszkania,2/7,balkon,650 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
417000,12265,2,34,https://www.otodom.pl/pl/oferta/wyjatkowe-eco-berensona-kredyt-2-bezposrednio-ID4o1uN,34 m²,pełna własność,2 ,do wykończenia,Zapytaj,balkon,200 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1324080,27000,2,"49,04",https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-w-kamienicy-ID4o1ux,"49,04 m²",Zapytaj,2 ,Zapytaj,2/3,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
755000,22337,1,"33,8",https://www.otodom.pl/pl/oferta/warsawspire-1-2-pok-taras-ogrodek-apartamentowiec-ID4o1ur,"33,8 m²",pełna własność,Zapytaj,do zamieszkania,Zapytaj,"balkon, ogródek, taras",500 zł,garaż/miejsce parkingowe,tak,miejskie
649900,14315,2,"45,4",https://www.otodom.pl/pl/oferta/kredyt-2-dwa-pokoje-ciche-oraz-komfortowe-ID4o1u3,"45,4 m²",pełna własność,2 ,do zamieszkania,2/3,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
1400000,14832,3,"94,39",https://www.otodom.pl/pl/oferta/odkryj-urok-niskiego-wilanowa-ID4o1sY,"94,39 m²",pełna własność,3 ,do zamieszkania,1/3,balkon,1 100 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
690000,12801,1,"53,9",https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-idealne-dla-rodziny-2-2-ID4o1sB,"53,9 m²",pełna własność,Zapytaj,do zamieszkania,2/2,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
630000,20840,1,"30,23",https://www.otodom.pl/pl/oferta/2-pokoje-balkonem-blisko-centrum-ID4o1sx,"30,23 m²",pełna własność,Zapytaj,do zamieszkania,3/7,balkon,330 zł,Zapytaj,Zapytaj,miejskie
620000,19558,2,"31,7",https://www.otodom.pl/pl/oferta/2-pokojeprzy-galerii-mokotow-ID4o1sv,"31,7 m²",Zapytaj,2 ,do zamieszkania,7/11,Zapytaj,500 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
560000,11915,2,47,https://www.otodom.pl/pl/oferta/2-pokojebalkonprzy-lesie-ID4o1sh,47 m²,Zapytaj,2 ,do zamieszkania,parter/4,Zapytaj,560 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
644000,14123,2,"45,6",https://www.otodom.pl/pl/oferta/2-pokojebalkonblisko-centrum-ID4o1sg,"45,6 m²",pełna własność,2 ,do zamieszkania,3/10,balkon,618 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
550000,11161,2,"49,28",https://www.otodom.pl/pl/oferta/2-pokoje-akademia-sztuki-pieknej-ID4o1sf,"49,28 m²",pełna własność,2 ,do zamieszkania,1/2,Zapytaj,1 200 zł,garaż/miejsce parkingowe,Zapytaj,gazowe
898000,12455,3,"72,1",https://www.otodom.pl/pl/oferta/3-pokoje-rondo-wiatraczna-72-m2-parking-ID4o1s5,"72,1 m²",pełna własność,3 ,do zamieszkania,10/10,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1049000,17483,2,60,https://www.otodom.pl/pl/oferta/2-lub-3-pokoje-z-ogrodkami-na-przeciwko-park-u-ID4o1rY,60 m²,Zapytaj,2 ,do zamieszkania,parter/3,"balkon, ogródek",930 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
659000,7322,2,90,https://www.otodom.pl/pl/oferta/mieszkanie-90m2-na-zielonym-targowku-ID4o1rU,90 m²,pełna własność,2 ,Zapytaj,parter/5,Zapytaj,880 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1000000,23256,2,43,https://www.otodom.pl/pl/oferta/0-prowizji-przy-arkadii-recepcja-garderoba-ID4o1rM,43 m²,pełna własność,2 ,do zamieszkania,5/6,balkon,650 zł,garaż/miejsce parkingowe,tak,miejskie
630000,15236,2,"41,35",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-wlochy-ID4o1qu,"41,35 m²",Zapytaj,2 ,do wykończenia,1/6,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
895000,15299,4,"58,5",https://www.otodom.pl/pl/oferta/takiego-mieszkania-jeszcze-nie-bylo-i-to-4-pok-ID4o1qe,"58,5 m²",pełna własność,4 ,do zamieszkania,4/4,balkon,Zapytaj,garaż/miejsce parkingowe,tak,miejskie
730000,14777,2,"49,4",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-sprzedaz-ID4o1q4,"49,4 m²",pełna własność,2 ,do zamieszkania,3/5,Zapytaj,1 000 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
697000,30199,1,"23,08",https://www.otodom.pl/pl/oferta/bezposrednio-scisle-centrumwysoki-standard-ID4o1pV,"23,08 m²",pełna własność,Zapytaj,do zamieszkania,5/5,Zapytaj,420 zł,Zapytaj,Zapytaj,miejskie
636800,19900,1,32,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-w-sasiedztwie-lazienek-ID4o1pO,32 m²,pełna własność,Zapytaj,Zapytaj,1/3,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie
1795000,29344,3,"61,17",https://www.otodom.pl/pl/oferta/mieszkanie-61-17-m-warszawa-ID4o1pK,"61,17 m²",pełna własność,3 ,do zamieszkania,3/4,Zapytaj,630 zł,Zapytaj,Zapytaj,miejskie
499851,15300,2,"32,67",https://www.otodom.pl/pl/oferta/sprzedam-2-pokojowe-mieszkanie-ursus-kredyt-2-ID4o1pG,"32,67 m²",pełna własność,2 ,do wykończenia,2/6,"balkon, taras",Zapytaj,garaż/miejsce parkingowe,tak,miejskie
707194,13700,3,"51,62",https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-w-kredycie-2-ursus-ID4o1ps,"51,62 m²",pełna własność,3 ,do wykończenia,4/6,balkon,Zapytaj,garaż/miejsce parkingowe,tak,miejskie
1850000,26429,2,70,https://www.otodom.pl/pl/oferta/ekopark-70m2-2-3-pokoje-lazienka-taras-garaz-ID4o1pr,70 m²,pełna własność,2 ,Zapytaj,3/7,"balkon, taras",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
695000,22261,1,"31,22",https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-stolicy-ID4o1oh,"31,22 m²",Zapytaj,Zapytaj,do zamieszkania,4/6,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
790000,23939,2,33,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-ID4o1o2,33 m²,pełna własność,2 ,do zamieszkania,1/4,balkon,390 zł,Zapytaj,tak,gazowe
657000,15793,2,"41,6",https://www.otodom.pl/pl/oferta/nowoczesne-osiedle-stan-deweloperski-praga-pld-ID4o1nZ,"41,6 m²",Zapytaj,2 ,do wykończenia,2/5,balkon,400 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
505000,22955,1,22,https://www.otodom.pl/pl/oferta/unikalny-apartament-inwestycyjny-odlicz-23-vat-ID4o1nU,22 m²,Zapytaj,Zapytaj,do zamieszkania,10/11,balkon,350 zł,garaż/miejsce parkingowe,tak,miejskie
1424500,18500,3,77,https://www.otodom.pl/pl/oferta/bezposrednio-zoliborz-slowackiego-cegla-ID4o1nJ,77 m²,spółdzielcze wł. prawo do lokalu,3 ,do remontu,parter/3,Zapytaj,917 zł,Zapytaj,Zapytaj,miejskie
1280000,23993,3,"53,35",https://www.otodom.pl/pl/oferta/unikalne-mieszkanie-z-30-metrowym-tarasem-ID4o1nv,"53,35 m²",pełna własność,3 ,do wykończenia,7/7,taras,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
1690000,19882,4,85,https://www.otodom.pl/pl/oferta/3-sypialnie-na-starej-saskiej-kepie-ID4o1mi,85 m²,Zapytaj,4 ,Zapytaj,4/5,balkon,1 600 zł,garaż/miejsce parkingowe,Zapytaj,Zapytaj
1795000,15545,3,"115,47",https://www.otodom.pl/pl/oferta/wilanow-zawady-mieszkanie-z-2-tarasami-ID4o1mh,"115,47 m²",pełna własność,3 ,do zamieszkania,2/2,Zapytaj,Zapytaj,Zapytaj,Zapytaj,miejskie
1500000,20461,4,"73,31",https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-z-ogrodkiem-ID4o1m7,"73,31 m²",Zapytaj,4 ,do zamieszkania,parter/3,"taras, ogródek",Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
998000,19379,2,"51,5",https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-mokotowie-ID4o1lO,"51,5 m²",pełna własność,2 ,do zamieszkania,3/6,"balkon, taras",800 zł,garaż/miejsce parkingowe,tak,miejskie
922438,14150,3,"65,19",https://www.otodom.pl/pl/oferta/wawer-3-pokoje-65-m2-bez-prowizji-kredyt-ID4o1lK,"65,19 m²",Zapytaj,3 ,Zapytaj,5/5,Zapytaj,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
557000,10470,3,"53,2",https://www.otodom.pl/pl/oferta/mieszkanie-do-wlasnej-aranzacji-stan-deweloperski-ID4o1l5,"53,2 m²",Zapytaj,3 ,do wykończenia,10/10,balkon,Zapytaj,Zapytaj,Zapytaj,miejskie
3500000,9358,10,374,https://www.otodom.pl/pl/oferta/mieszkanie-374-m-warszawa-ID4o1kN,374 m²,pełna własność,Zapytaj,Zapytaj,parter/3,"balkon, ogródek",Zapytaj,garaż/miejsce parkingowe,Zapytaj,Zapytaj
450000,15517,1,29,https://www.otodom.pl/pl/oferta/kawalerka-na-zielonej-bialolece-ID4o1kL,29 m²,pełna własność,Zapytaj,do zamieszkania,1/2,balkon,350 zł,garaż/miejsce parkingowe,Zapytaj,miejskie
569000,13233,2,43,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-parku-krajobrazowym-ID4o1kB,43 m²,pełna własność,2 ,do zamieszkania,parter/3,ogródek,700 zł,Zapytaj,Zapytaj,miejskie
1200000,19200,3,"62,5",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-praga-polnoc-ID4o1kh,"62,5 m²",pełna własność,3 ,do zamieszkania,4/4,balkon,950 zł,Zapytaj,Zapytaj,miejskie
859000,13422,3,64,https://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-mokotow-ID4o1kc,64 m²,Zapytaj,3 ,Zapytaj,9/10,Zapytaj,Zapytaj,Zapytaj,Zapytaj,Zapytaj
690000,18649,2,37,https://www.otodom.pl/pl/oferta/kawalerka-centrum-lopuszanska-ID4o1ka,37 m²,spółdzielcze wł. prawo do lokalu,2 ,do remontu,2/4,balkon,Zapytaj,garaż/miejsce parkingowe,Zapytaj,miejskie
